Provider	Provider Country	Vendor Identifier	UPC	ISRC	Artist / Show	Title / Episode / Season	Label/Studio/Network	Product Type Identifier	Units	Royalty Price	Begin Date	End Date	Customer Currency	Country Code	Royalty Currency	Preorder	Season Pass	ISAN	Apple Identifier	Customer Price	CMA
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	4	0	20080731	20080731	USD	KR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	4	0	20080731	20080731	USD	IN	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	TR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	CL	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	55	0	20080731	20080731	CAD	CA	CAD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	3	0	20080731	20080731	USD	ZA	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	USD	ID	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	621	0	20080731	20080731	USD	US	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	72	0	20080731	20080731	GBP	GB	GBP	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	9	0	20080731	20080731	EUR	AT	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	EUR	FI	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	11	0	20080731	20080731	EUR	PT	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	7	0	20080731	20080731	DKK	DK	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	20	0	20080731	20080731	CHF	CH	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	38	0	20080731	20080731	AUD	AU	AUD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	41	0	20080731	20080731	JPY	JP	JPY	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	USD	SG	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	EUR	CZ	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	HR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	7	0	20080731	20080731	USD	BR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	5	0	20080731	20080731	EUR	IE	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	EUR	LU	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	4	0	20080731	20080731	USD	RU	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	PH	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	VE	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	4	0	20080731	20080731	NZD	NZ	AUD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	AE	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	34	0	20080731	20080731	EUR	FR	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	EUR	GR	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	27	0	20080731	20080731	EUR	ES	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	12	0	20080731	20080731	SEK	SE	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	10	0	20080731	20080731	USD	HK	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	7	0	20080731	20080731	EUR	BE	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	80	0	20080731	20080731	EUR	IT	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	6	0	20080731	20080731	NOK	NO	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	USD	CN	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	18	0	20080731	20080731	MXN	MX	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	MY	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	EUR	RO	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	LB	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	47	0	20080731	20080731	EUR	DE	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	14	0	20080731	20080731	EUR	NL	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	PK	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	2	0	20080731	20080731	EUR	PL	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	CR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	CO	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080731	20080731	USD	AR	USD	 	 	 	285823926	0	 
